Datetime,Load(MWh)
2020-06-22 23:00:00+00:00,135.20632999999998
2020-06-23 00:00:00+00:00,128.730329
2020-06-23 01:00:00+00:00,119.45912400000002
2020-06-23 02:00:00+00:00,116.89644799999999
2020-06-23 03:00:00+00:00,120.669766
2020-06-23 04:00:00+00:00,136.67410900000002
2020-06-23 05:00:00+00:00,164.068915
2020-06-23 06:00:00+00:00,186.958657
2020-06-23 07:00:00+00:00,198.83749
2020-06-23 08:00:00+00:00,206.232999
2020-06-23 09:00:00+00:00,215.190691
2020-06-23 10:00:00+00:00,220.029019
2020-06-23 11:00:00+00:00,215.285705
2020-06-23 12:00:00+00:00,211.852692
2020-06-23 13:00:00+00:00,209.849602
2020-06-23 14:00:00+00:00,215.53957599999998
2020-06-23 15:00:00+00:00,232.07092200000002
2020-06-23 16:00:00+00:00,233.90099700000002
2020-06-23 17:00:00+00:00,229.522763
2020-06-23 18:00:00+00:00,223.903118
2020-06-23 19:00:00+00:00,213.33514100000002
2020-06-23 20:00:00+00:00,201.094877
2020-06-23 21:00:00+00:00,177.14465300000003
2020-06-23 22:00:00+00:00,151.53969199999997
2020-06-23 23:00:00+00:00,135.648551
2020-06-24 00:00:00+00:00,128.507734
2020-06-24 01:00:00+00:00,120.083264
2020-06-24 02:00:00+00:00,116.708267
2020-06-24 03:00:00+00:00,121.164809
2020-06-24 04:00:00+00:00,137.41654
2020-06-24 05:00:00+00:00,164.59024100000005
2020-06-24 06:00:00+00:00,187.409369
2020-06-24 07:00:00+00:00,199.61900100000003
2020-06-24 08:00:00+00:00,208.88244100000003
2020-06-24 09:00:00+00:00,215.980435
2020-06-24 10:00:00+00:00,220.795254
2020-06-24 11:00:00+00:00,215.979971
2020-06-24 12:00:00+00:00,212.875024
2020-06-24 13:00:00+00:00,211.29578999999998
2020-06-24 14:00:00+00:00,217.084802
2020-06-24 15:00:00+00:00,229.901933
2020-06-24 16:00:00+00:00,231.326964
2020-06-24 17:00:00+00:00,226.840145
2020-06-24 18:00:00+00:00,220.98920299999997
2020-06-24 19:00:00+00:00,210.998267
2020-06-24 20:00:00+00:00,199.96821200000002
2020-06-24 21:00:00+00:00,178.71487600000003
2020-06-24 22:00:00+00:00,153.92926
2020-06-24 23:00:00+00:00,137.99188800000002
2020-06-25 00:00:00+00:00,130.104549
2020-06-25 01:00:00+00:00,120.77771
2020-06-25 02:00:00+00:00,117.90837
2020-06-25 03:00:00+00:00,122.02246299999999
2020-06-25 04:00:00+00:00,137.87026
2020-06-25 05:00:00+00:00,164.68376999999995
2020-06-25 06:00:00+00:00,188.653979
2020-06-25 07:00:00+00:00,202.66888400000002
2020-06-25 08:00:00+00:00,209.97507400000003
2020-06-25 09:00:00+00:00,217.471245
2020-06-25 10:00:00+00:00,221.78196699999998
2020-06-25 11:00:00+00:00,217.828931
2020-06-25 12:00:00+00:00,214.79074500000002
2020-06-25 13:00:00+00:00,212.37449500000002
2020-06-25 14:00:00+00:00,216.996205
2020-06-25 15:00:00+00:00,228.04507900000002
2020-06-25 16:00:00+00:00,228.154304
2020-06-25 17:00:00+00:00,223.89387799999997
2020-06-25 18:00:00+00:00,218.651642
2020-06-25 19:00:00+00:00,209.34131600000003
2020-06-25 20:00:00+00:00,199.256326
2020-06-25 21:00:00+00:00,179.119598
2020-06-25 22:00:00+00:00,154.958136
2020-06-25 23:00:00+00:00,138.35734599999998
2020-06-26 00:00:00+00:00,130.551443
2020-06-26 01:00:00+00:00,121.68623899999999
2020-06-26 02:00:00+00:00,118.247616
2020-06-26 03:00:00+00:00,122.37312
2020-06-26 04:00:00+00:00,137.56569
2020-06-26 05:00:00+00:00,163.88763500000005
